links,marginal,DE0 4,battery charger,79173.6147473939
links,marginal,DE0 4,battery discharger,71571.05689442041
links,marginal,DE0 4,electricity distribution grid,2279079.3393824445
links,marginal,DE0 4,home battery charger,0.4556182779962255
links,marginal,DE0 4,home battery discharger,0.4236005301468847
links,marginal,DE0 4,methanolisation,208091.96275691508
links,marginal,DE0 4,rural air heat pump,0.08230127719081168
links,marginal,DE0 4,rural biomass boiler,40.43092458057308
links,marginal,DE0 4,rural gas boiler,30157.861382771647
links,marginal,DE0 4,rural ground heat pump,127946.13760279297
links,marginal,DE0 4,rural resistive heater,16722.186142280716
links,marginal,DE0 4,rural water tanks charger,39646.89700681222
links,marginal,DE0 4,rural water tanks discharger,26614.247830597644
links,marginal,DE0 4,urban central air heat pump,73978.814578959
links,marginal,DE0 4,urban central gas CHP,87266921.65095098
links,marginal,DE0 4,urban central gas CHP CC,279837603.5312727
links,marginal,DE0 4,urban central gas boiler,0.6075782963511462
links,marginal,DE0 4,urban central resistive heater,785910.7015229512
links,marginal,DE0 4,urban central solid biomass CHP,25.993492094608328
links,marginal,DE0 4,urban central solid biomass CHP CC,216.70619538861348
links,marginal,DE0 4,urban central water tanks charger,384883.27579235844
links,marginal,DE0 4,urban central water tanks discharger,255253.80307050952
links,marginal,DE0 4,urban decentral air heat pump,128799.33239496639
links,marginal,DE0 4,urban decentral biomass boiler,44.87665040522628
links,marginal,DE0 4,urban decentral gas boiler,84247.5634579253
links,marginal,DE0 4,urban decentral resistive heater,42613.3058645155
links,marginal,DE0 4,urban decentral water tanks charger,29345.90430707354
links,marginal,DE0 4,urban decentral water tanks discharger,21645.876210721053
links,marginal,EU agriculture,agriculture machinery oil,29299.61396639978
links,marginal,EU biogas,biogas to gas,113542196.34287404
links,marginal,EU industry,industry methanol,28880.027032453814
links,marginal,EU kerosene,kerosene for aviation,1214477.1972228033
links,marginal,EU naphtha,naphtha for industry,1025391.379905897
links,marginal,EU process,process emissions CC,232641.87905733855
links,marginal,EU shipping,shipping methanol,162931.78023984306
links,marginal,H2 pipeline,H2 pipeline,20.63413503665083
links,marginal,gas for,gas for industry,0.09143660980551173
